,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,Genes,URL
,0.050437217230391,2,172,13.3214774281806,Cardiac muscle cell development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Cardiac muscle cell differentiation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Cardiac muscle cell proliferation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,168,13.6386554621849,Cardiac muscle contraction, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Cardiac muscle fiber development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,168,13.6386554621849,Cardiac muscle tissue development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Cardiac muscle tissue morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Cardiac myofibril assembly, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,164,13.9713055954089,Cardiac ventricle, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Cardiac ventricle development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,168,13.6386554621849,Cardiac ventricle morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Cardiocyte differentiation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Cardiovascular system development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Caudal fin skeleton, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,171,13.3993808049536,Cell-cell adhesion, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Cell-cell adhesion mediated by cadherin, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Cell-cell junction maintenance, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Cell differentiation in hindbrain, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Cell proliferation in hindbrain, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,148,15.4817170111288,Cellular response to ionizing radiation, prkcha  samd7,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,171,13.3993808049536,Central nervous system development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Central nervous system neuron differentiation, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Cerebellum development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,165,13.8866310160428,Chemokine production, vmp1  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Chondroitin sulfate proteoglycan biosynthetic process, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,187,12.2529097200377,Cranial nerve development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,178,12.8724388631857,Cranial nerve V, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Cytoplasm organization, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Developmental growth, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Diencephalon development, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,171,13.3993808049536,Digestive system duct, aqp12  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,161,14.2316404822799,DNA demethylation, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Dopaminergic neuron, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,187,12.2529097200377,Dopaminergic neuron differentiation, hoxc1a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Dorsal aorta development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Dorsal aorta morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Dorsal root ganglion, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Dorsal root ganglion development, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,188,12.1877346683354,Ectodermal cell, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Ectomesenchyme, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Embryonic cranial skeleton morphogenesis, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,188,12.1877346683354,Embryonic skeletal system development, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Endocardial cushion, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Endocardial cushion development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Endocardial cushion formation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Endocardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Endocardium development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Endocardium formation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Endocardium morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,178,12.8724388631857,Endodermal cell fate specification, mapk14a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Endothelial tip cell, ldb2a  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Epiblast, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Epicardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Floor plate neural tube, fzd8a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Forebrain cell migration, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Forebrain midbrain boundary, fzd8a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Forebrain neuron development, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Germ cell migration, samd7  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Glomerular visceral epithelial cell migration, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Glutamatergic neuron, hoxc1a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Glycinergic neuron, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,159,14.4106548279689,Golgi to plasma membrane protein transport, ankrd12  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Heart contraction, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Heart formation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,165,13.8866310160428,Heart looping, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Heart morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Heart tube, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Heart valve morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Hematopoietic stem cell, pld1a  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Hematopoietic system, pld1a  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Hindbrain, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Hindbrain development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Hindbrain interneuron, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Hindbrain neural plate, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Hindbrain neural tube, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Innervation, wif1  mthfd1l,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Insulin secreting cell, mthfd1l  hoxc1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Interneuron, hoxc1a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Intersegmental vessel, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,127,18.0416859657249,Larval behavior, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Lateral dorsal aorta, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Lipoprotein biosynthetic process, mthfd1l  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Lipoprotein catabolic process, mthfd1l  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,158,14.5018615040953,Male mating behavior, aqp12  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,161,14.2316404822799,Mating, aqp12  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,158,14.5018615040953,Mating behavior, aqp12  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Mature neutrophil, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Midbrain-hindbrain boundary development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Midbrain-hindbrain boundary morphogenesis, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Midbrain-hindbrain boundary structural organization, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Midbrain development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Muscle cell development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Muscle cell proliferation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Muscle contraction, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Muscle fiber development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Muscle organ morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Muscle pioneer, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Muscle structure development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Muscle tissue development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Myoblast fusion, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Myocardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Myofibril assembly, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Myosin filament organization, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Myotome, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Myotome development, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Myotube cell development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Negative regulation of hh target transcription factor activity, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,179,12.8005257969109,Nephron, pld1a  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Neural plate, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Neural plate formation, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Neuroectoderm, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Neuroendocrine cell, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Neuromast development, dvl2  si:ch211-183d21.1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Notochord posterior region, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Ocular blood vessel, mthfd1l  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,118,19.4177467597208,Olfactory receptor cell, ldb2a  igsf5b,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,178,12.8724388631857,Olfactory system, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,179,12.8005257969109,Optic stalk, fzd8a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,187,12.2529097200377,Pancreatic epsilon cell, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Parachordal vessel, ldb2a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Parasympathetic nervous system development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Pectoral fin morphogenesis, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Pectoral fin nerve, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Pericardial cavity, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,170,13.4782006920415,Pericardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,187,12.2529097200377,Primary motor neuron, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Primitive heart tube, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Pronephric glomerulus, mapk14a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Pronephric glomerulus morphogenesis, mapk14a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Protein kinase activity, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,161,14.2316404822799,Protein kinase B signaling, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Regulation of blood vessel remodeling, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Regulation of cardiac muscle contraction, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,165,13.8866310160428,Regulation of cardiac muscle contraction by calcium ion signaling, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Regulation of cellular response to stress, palld  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Regulation of muscle contraction, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Regulation of neural precursor cell proliferation, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Regulation of neural retina development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,139,16.4841303427846,Regulation of nitric oxide biosynthetic process, igsf5b  grin3bb,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Regulation of ossification, palld  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,175,13.0931092436975,Regulation of protein targeting to membrane, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,168,13.6386554621849,Response to muscle activity, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Reticular formation, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Retinal ganglion cell axon guidance, mthfd1l  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Retinal inner plexiform layer, samd7  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Rhombomere 3, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,185,12.385373608903,Rhombomere 7, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Rohon-Beard neuron, hoxc8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Sarcomere organization, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Serotonergic neuron, hoxc1a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Skeletal muscle cell, palld  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Skeletal muscle cell differentiation, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,170,13.4782006920415,Skeletal muscle contraction, palld  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,176,13.0187165775401,Skeletal muscle fiber development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,187,12.2529097200377,Skeletal muscle myoblast, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,187,12.2529097200377,Slow muscle cell, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,164,13.9713055954089,Smooth muscle cell differentiation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,162,14.1437908496732,Smooth muscle tissue development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Somite 13, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,186,12.3187855787476,Somite 16, mthfd1l  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Somite 18, pld1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Somite 26, palld  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,182,12.5895281189399,Somitogenesis, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Spinal cord oligodendrocyte cell fate specification, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,179,12.8005257969109,Striated muscle cell, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,180,12.7294117647059,Striated muscle cell development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,170,13.4782006920415,Striated muscle contraction, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Striated muscle tissue development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,162,14.1437908496732,Synapse assembly, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,138,16.6035805626598,T cell differentiation, ldb2a  igsf5b,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Tissue regeneration, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,172,13.3214774281806,Trigeminal ganglion, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,184,12.4526854219949,Trigeminal neural crest, hoxc1a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Trunk musculature, palld  pdlim7,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Tube formation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Vascular endothelial growth factor signaling pathway, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Vasculature development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Vasculogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,167,13.7203240577668,Ventral habenular nucleus, fzd8a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,181,12.6590835229119,Ventral nucleus of ventral telencephalon, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Ventral spinal cord development, hoxc1a  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,177,12.9451645064806,Ventral telencephalon, ldb2a  gap43,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Ventricular cardiac muscle cell development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Ventricular cardiac muscle cell differentiation, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,168,13.6386554621849,Ventricular cardiac muscle tissue morphogenesis, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,163,14.0570191266691,Ventricular endocardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,164,13.9713055954089,Ventricular epicardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,171,13.3993808049536,Ventricular myocardium, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Ventricular system development, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,178,12.8724388631857,Axon development, gap43  chn1,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,113,20.2769390942218,Developmental growth involved in morphogenesis, fzd8a  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,102,22.4636678200692,Developmental process, dvl2  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,166,13.8029766123317,Endoderm development, ldb2a  fzd8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,183,12.5207328833173,Endoderm formation, ldb2a  fzd8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,161,14.2316404822799,Gastrula cell, fzd8a  dvl2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,157,14.5942300487074,Somite 2, pld1a  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,114,20.0990712074303,Somite 3, mapk14a  dio2,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,174,13.1683569979716,Signaling by WNT, fzd8a  dvl2,https://reactome.org/download/current
,0.050437217230391,2,65,35.2506787330317,Beta-catenin independent WNT signaling, fzd8a  dvl2,https://reactome.org/download/current
,0.050437217230391,2,102,22.4636678200692,Cardiac conduction, cacng1b  kcnk9,https://reactome.org/download/current
,0.050437217230391,2,99,23.144385026738,TCF dependent signaling in response to WNT, fzd8a  dvl2,https://reactome.org/download/current
,0.050437217230391,2,115,19.9242966751918,Cardiomyopathy, klf15  pdlim7,https://www.alliancegenome.org/downloads
,0.050437217230391,2,169,13.5579533588583,Visual epilepsy, pld1a  gap43,https://www.alliancegenome.org/downloads
,0.050437217230391,2,77,29.7570664629488,Osteoporosis, mapk14a  calcr,https://www.alliancegenome.org/downloads
,0.050437217230391,2,69,33.2071611253197,WP1344 Wnt Signaling Pathway and Pluripotency, prkcha  dvl2,http://www.wikipathways.org/instance/WP1344_r96493
,0.050437217230391,2,175,13.0931092436975,Expressed-in liver increased-amount abnormal, srebf1  dio2,https://zfin.org/downloads
,0.050437217230391,2,82,27.9426111908178,Thigmotaxis disrupted abnormal, myo18ab  pdlim7,https://zfin.org/downloads
,0.050437217230391,2,132,17.3582887700535,Neurodegenerative disease, slc1a4  dvl2,https://www.alliancegenome.org/downloads
,0.050437217230391,2,184,12.4526854219949,Anterior lateral plate mesoderm, dvl2  hoxc8a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,169,13.5579533588583,Barrier cell, palld  pld1a,https://amp.pharm.mssm.edu/FishEnrichr
,0.050437217230391,2,173,13.2444746684801,Blood cell, palld  myo18ab,https://amp.pharm.mssm.edu/FishEnrichr
